ID,FECHA,PUNTO,USERNAME
1.47597E+18,2021-12-28T17:11:51.000-06:00,POINT (-98.197953 19.215188),geolocationms
1.47597E+18,2021-12-28T17:11:52.000-06:00,POINT (-98.197955 19.215188),geolocationms
1.47591E+18,2021-12-28T13:28:22.000-06:00,POINT (-96.93190677 18.81278205),marioosc
1.47607E+18,2021-12-29T00:11:40.000-06:00,POINT (-98.197798 19.215077),geolocationms
1.47607E+18,2021-12-29T00:11:55.000-06:00,POINT (-98.197798 19.215077),geolocationms
1.47607E+18,2021-12-29T00:11:58.000-06:00,POINT (-98.197798 19.215077),geolocationms
1.47607E+18,2021-12-29T00:11:45.000-06:00,POINT (-98.197798 19.215077),geolocationms
1.47607E+18,2021-12-29T00:12:04.000-06:00,POINT (-98.197798 19.215077),geolocationms
1.47638E+18,2021-12-29T20:22:26.000-06:00,POINT (-86.818467 21.281766),CassieWelshy
1.47632E+18,2021-12-29T16:50:36.000-06:00,POINT (-87.37306595 21.5233497),markmadonna
1.47632E+18,2021-12-29T16:50:16.000-06:00,POINT (-86.818466 21.281763),CassieWelshy
1.47627E+18,2021-12-29T13:04:59.000-06:00,POINT (-96.52044961 15.66332273),javive
1.47609E+18,2021-12-29T01:00:02.000-06:00,POINT (-105.5 28.2),object82
1.47609E+18,2021-12-29T01:06:36.000-06:00,POINT (-107.61428 24.919084),GeneracionSF
1.47633E+18,2021-12-29T17:15:11.000-06:00,POINT (-96.171668 19.124809),luisarturosaenz
1.47633E+18,2021-12-29T17:20:59.000-06:00,POINT (-103.913 19.1426),VolcanoColima
1.47631E+18,2021-12-29T15:33:41.000-06:00,POINT (-116.608 32.0664),Sebas_cooking
1.47631E+18,2021-12-29T15:44:07.000-06:00,POINT (-100.08556984 20.07960786),_thrillington
1.47628E+18,2021-12-29T13:36:30.000-06:00,POINT (-87.12041987 20.58117562),panchosss1986
1.47584E+18,2021-12-28T08:33:45.000-06:00,POINT (-101.4721204 24.07030119),HiPeople_21
